cusip,numtrds,NAME,CPN,MATURITY,STATE_CODE,CALLABLE,NXT_CALL_DT,NXT_CALL_PX,NXT_PAR_CALL_DT,ISSUER_INDUSTRY,CREDIT_ENHANCEMENTS,MUNI_FED_TAX,MUNI_MIN_TAX,MUNI_BANK_QUAL,INSURANCE_STATUS,SECONDARILY_INSURED,RTG_MOODY,RTG_MDY_LT_UNDL,RTG_SP,RTG_SP_UNDERLYING,MUNI_MTY_SIZE,MUNI_ISSUE_SIZE,MUNI_FIRST_ALLOWABLE_TRADE_DATE,RatingLevel,RatingLevel_Under
956622YR9,14,WV HOSP FIN-REF-E-UTD,5.625,6/1/2035,WV,Y,12/1/2018,100,12/1/2018,MED,,N,N,N,N,N,A2,A2,A+,NR,26740000,35155000,9/11/2008,4.5,5
70917RB61,18,PA HGR ED,6.291,4/1/2040,PA,N,,,,HGR,,Y,N,N,N,N,A1,A1,A+,NR,74120000,143590000,4/15/2010,4,4
167593AM4,28,CHICAGO ARPT-BABS-B,6.845,1/1/2038,IL,Y,1/1/2020,100,1/1/2020,APT,,Y,N,N,N,N,A1,A1,A-,NR,250000000,578000000,4/15/2010,5,4
167593AN2,49,CHICAGO ARPT-BABS-B,6.395,1/1/2040,IL,N,,,,APT,,Y,N,N,N,N,A1,A1,A-,NR,315500000,578000000,4/15/2010,5,4
664754T24,12,ARIZONA BD RGT-A-BAB,6.593,8/1/2030,AZ,Y,8/1/2020,100,8/1/2020,HGR,,Y,N,N,N,N,A3,A3,A,NR,25855000,64785000,4/15/2010,5.5,6
04144RBM0,11,ARLINGTON INDL,5.844,8/1/2031,VA,Y,8/1/2020,100,8/1/2020,DEV,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,12100000,30120000,4/15/2010,1.5,2
938240CP1,14,WA CNTY CLEAN WTR-BAB,5.801,10/1/2035,OR,N,,,,WTR,,Y,N,N,N,N,Aa3,Aa3,AA,NR,29030000,90225000,4/15/2010,2.5,3
387883PP0,12,GRANT UTIL 2-REF-BABS,5.83,1/1/2040,WA,N,,,,PWR,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,112410000,173915000,4/15/2010,3,3
958792CF8,18,W NASSAU CNTY NY WTR,6.701,4/1/2040,NY,N,,,,WTR,,Y,N,N,N,N,A3,A3,NR,NR,20455000,33965000,4/9/2010,6,6
686430EX3,38,ORLANDO COMM-B-BABS,7.784,9/1/2040,FL,Y,9/1/2020,100,9/1/2020,GEN,,Y,N,N,N,N,A2,A2,A,NR,48555000,71415000,4/7/2010,5,5
165329DJ9,10,CHESAPEAKE W/S-B-BABS,6.283,7/1/2040,VA,Y,7/1/2020,100,7/1/2020,WTR,,Y,N,N,N,N,Aa3,Aa3,AA,NR,9220000,32525000,4/1/2010,2.5,3
68607DNK7,16,OR TRN-TXB-A-SUB LIEN,5.784,11/15/2030,OR,N,,,,TRN,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,71625000,544675000,4/1/2010,2,3
68607DNL5,75,OR TRN-TXB-A-SUB LIEN,5.834,11/15/2034,OR,N,,,,TRN,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,357390000,544675000,4/1/2010,2,3
04048RDS2,11,AZ ST UNIV-BABS-A,6.204,7/1/2030,AZ,N,,,,HGR,,Y,N,N,N,N,A1,A1,AA,NR,33710000,165980000,3/31/2010,3,4
04048RDT0,17,AZ ST UNIV-BABS-A,6.304,7/1/2039,AZ,N,,,,HGR,,Y,N,N,N,N,A1,A1,AA,NR,80535000,165980000,3/31/2010,3,4
59067ACT8,15,MESA CLG-SER B-BABS,6.746,5/15/2042,CO,N,,,,HGR,ST HGR ED INTERCEPT PROG,Y,N,N,N,N,Aa3,A3,AA-,NR,23110000,31710000,3/31/2010,3,6
130685A75,30,CA PUB WKS-A2-BABS,8,3/1/2035,CA,Y,3/1/2020,100,3/1/2020,FAC,,Y,N,N,N,N,Baa2,Baa2,BBB+,NR,54215000,269950000,3/31/2010,7.5,8
73723RJF1,16,PORTSMOUTH-BABS-B,6.279,1/15/2040,VA,Y,1/15/2020,100,1/15/2020,GOB,ST AID WITHHLDG,Y,N,N,N,N,A1,A1,AA-,NR,24630000,86115000,3/26/2010,3.5,4
9147603M3,21,UNIV OK-TXB-B-BABS,6.272,7/1/2039,OK,Y,7/1/2020,100,7/1/2020,HGR,,Y,N,N,N,N,NR,NR,AA-,NR,19825000,42575000,3/25/2010,3,100
9147603N1,13,UNIV OK REVS-BANS-TXB,1.5,11/1/2011,OK,Y,5/1/2011,100,5/1/2011,HGR,,Y,N,N,N,N,NR,NR,AA-,NR,57120000,73120000,3/25/2010,3,100
13063BFP2,22,CA ST-TXBL,5.5,3/1/2016,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,100000000,3400000000,3/25/2010,6.5,7
13063BFQ0,69,CA ST-TXBL,5.75,3/1/2017,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,301000000,3400000000,3/25/2010,6.5,7
13063BFR8,171,CA ST-TXBL-BABS,7.625,3/1/2040,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,1250000000,3400000000,3/25/2010,6.5,7
13063BFS6,71,CA ST-TXBL,6.65,3/1/2022,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,250000000,3400000000,3/25/2010,6.5,7
13063BFT4,27,CA ST-TXBL,5.95,3/1/2018,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,148000000,3400000000,3/25/2010,6.5,7
13063BFU1,74,CA ST-TXBL,6.2,3/1/2019,CA,N,,,,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,301000000,3400000000,3/25/2010,6.5,7
13063BFV9,106,CA ST-TXBL,7.95,3/1/2036,CA,Y,3/1/2020,100,3/1/2020,GOB,,Y,N,N,N,N,Baa1,Baa1,A-,NR,1000000000,3400000000,3/25/2010,6.5,7
16772PAQ9,47,CHICAGO TRANSIT BAB,6.2,12/1/2040,IL,N,,,,GEN,,Y,N,N,N,N,A1,A1,AA,NR,441490000,550000000,3/24/2010,3,4
57586ETQ4,16,MA HLTH-TXB-B-NORTHEA,6.432,10/1/2035,MA,N,,,,MED,,Y,N,N,N,N,A2,A2,NR,NR,41860000,75460000,3/19/2010,5,5
64966HYM6,63,NYC SER G-1,5.968,3/1/2036,NY,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,250000000,750000000,3/19/2010,2.5,3
64966HYN4,79,NYC SER G-1,6.268,3/1/2031,NY,Y,3/1/2020,100,3/1/2020,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,97790000,750000000,3/19/2010,2.5,3
59259NZN6,67,MET TRN AUTH-A2-BABS,6.089,11/15/2040,NY,N,,,,GEN,,Y,N,N,N,N,NR,NR,AA,NR,264110000,502990000,3/18/2010,2,100
79765A3U8,12,SAN FRANCISCO ARPT-E,1.869,5/1/2012,CA,N,,,,APT,,Y,N,N,N,N,A1,A1,A,NR,47835000,618565000,3/18/2010,4.5,4
837227H91,20,S CENT CT WTR,6.393,8/1/2040,CT,N,,,,WTR,GO OF AUTH,Y,N,N,N,N,A2,A2,A+,NR,21035000,42840000,3/18/2010,4.5,5
13077CTL8,20,CA UNIV,6.484,11/1/2041,CA,N,,,,HGR,,Y,N,N,N,N,Aa3,Aa3,A+,NR,146945000,205145000,3/18/2010,3.5,3
253363UA1,11,DICKINSON ISD-BABS,6.011,2/15/2038,TX,Y,2/15/2020,100,2/15/2020,SCD,PSF-GTD,Y,N,N,N,N,Aaa,A3,AAA,A,20195000,30000000,3/11/2010,0,5.5
650014TJ2,31,NYS TWY-TXB-B-BABS,5.883,4/1/2030,NY,N,,,,TRN,,Y,N,N,N,N,NR,NR,AA,NR,156160000,577075000,3/10/2010,2,100
60534RTN9,10,MS DEV BK,6.313,1/1/2033,MS,N,,,,TRN,,Y,N,N,N,N,A1,A1,AA-,NR,62435000,136780000,3/10/2010,3.5,4
914720WF0,17,UNIV NC-TXB-UNC-BABS,6.727,10/1/2039,NC,Y,4/1/2020,100,4/1/2020,GEN,,Y,N,N,N,N,A2,A2,NR,NR,15495000,148685000,3/10/2010,5,5
796253U91,43,SAN ANTONIO ELEC,5.718,2/1/2041,TX,N,,,,UTL,,Y,N,N,N,N,Aa1,Aa1,AA,NR,280000000,380000000,3/10/2010,1.5,1
797646NH5,10,SAN FRAN CNTY-C-BABS,6.26,6/15/2030,CA,N,,,,GOB,,Y,N,N,N,N,Aa2,Aa2,AA,NR,18780000,173805000,3/10/2010,2,2
64972FL20,151,NYC WTR-BABS-TXB,6.011,6/15/2042,NY,N,,,,WTR,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,375000000,500000000,3/10/2010,2,3
64972FL38,42,NYC WTR-BABS-TXB,6.491,6/15/2042,NY,Y,6/15/2020,100,6/15/2020,WTR,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,125000000,500000000,3/10/2010,2,3
159195SM9,13,CHANNELVIEW ISD-BABS,5.926,8/15/2035,TX,Y,2/15/2020,100,2/15/2020,SCD,PSF-GTD,Y,N,N,N,N,Aaa,NR,AAA,A+,17940000,40955000,3/10/2010,0,4
798764V37,10,SAN MARCOS-B-BABS,6.028,8/15/2030,TX,Y,8/15/2020,100,8/15/2020,GOB,,Y,N,N,N,N,NR,NR,AA-,NR,8910000,21880000,3/9/2010,3,100
34153PTU2,11,FL ST BOE-TXB-D-CAP,6,6/1/2039,FL,Y,6/1/2019,100,6/1/2019,SCD,,Y,N,N,N,N,Aa1,Aa1,AAA,NR,41640000,421305000,3/9/2010,0.5,1
626207YS7,127,MUNI ELEC-BABS-TXB,7.055,4/1/2057,GA,N,,,,PWR,,Y,N,N,N,N,Baa2,Baa2,A-,NR,383405000,383405000,3/9/2010,7,8
649902N90,12,NY DORM-TXB-SER B,1.243,2/15/2012,NY,N,,,,HGR,,Y,N,N,N,N,NR,NR,AAA,NR,14055000,591380000,3/5/2010,0,100
649902S61,17,NY DORM-TXB-SER C-BAB,5.652,2/15/2030,NY,N,,,,HGR,,Y,N,N,N,N,NR,NR,AAA,NR,15215000,591380000,3/5/2010,0,100
626207YF5,222,MEAG TXB-PLT VOGTLE,6.637,4/1/2057,GA,N,,,,PWR,,Y,N,N,N,N,A2,A2,A+,NR,1224265000,1224265000,3/4/2010,4.5,5
92830MAC8,10,VISTA CMNTY DEV-BANS,7,3/1/2017,CA,Y,3/1/2015,100,3/1/2015,DEV,,Y,N,N,N,N,NR,NR,A-,NR,24215000,24215000,3/3/2010,6,100
486116XX9,10,KAUAI CNTY-TXB-A-BABS,5.743,8/1/2032,HI,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,8040000,120000000,3/3/2010,2.5,3
19668QDD4,42,CO BLDG-TXB-B-BABS,6.242,3/15/2030,CO,Y,3/15/2020,100,3/15/2020,EDU,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,52790000,85715000,3/3/2010,3,3
341507ZP9,18,FLORIDA ST -LOTTERY,6.584,7/1/2029,FL,Y,7/1/2019,100,7/1/2019,EDU,,Y,N,N,N,N,A2,A2,AAA,NR,44495000,404600000,2/26/2010,2.5,5
940839AY9,16,WASHOE CO HGWY-BABS,7.063,2/1/2030,NV,Y,2/1/2020,100,2/1/2020,TRN,,Y,N,N,N,N,A2,A2,AA-,NR,16553000,90000000,2/25/2010,4,5
940839AZ6,27,WASHOE CO HGWY-BABS,7.213,2/1/2039,NV,Y,2/1/2020,100,2/1/2020,TRN,,Y,N,N,N,N,A2,A2,AA-,NR,36831000,90000000,2/25/2010,4,5
31200CAM8,14,FAU FIN CORP BABS,7.439,7/1/2030,FL,Y,7/1/2020,100,7/1/2020,HGR,,Y,N,N,N,N,A2,A2,A,NR,21595000,120930000,2/25/2010,5,5
31200CAN6,26,FAU FIN CORP BABS,7.589,7/1/2037,FL,Y,7/1/2020,100,7/1/2020,HGR,,Y,N,N,N,N,A2,A2,A,NR,40340000,120930000,2/25/2010,5,5
31200CAP1,16,FAU FIN CORP BABS,7.639,7/1/2040,FL,Y,7/1/2020,100,7/1/2020,HGR,,Y,N,N,N,N,A2,A2,A,NR,21920000,120930000,2/25/2010,5,5
45528S5R3,41,INDIANPLS IMPT-B2-BAB,5.966,1/15/2030,IN,N,,,,BBK,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,109330000,465580000,2/25/2010,1.5,2
45528S5S1,111,INDIANPLS IMPT-B2-BAB,6.116,1/15/2040,IN,N,,,,BBK,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,250000000,465580000,2/25/2010,1.5,2
223777CN1,10,COWLITZ PUD NO 1,6.884,9/1/2032,WA,N,,,,PWR,,Y,N,N,N,N,A3,A3,NR,NR,21485000,63985000,2/24/2010,6,6
677521CS3,10,OHIO INFRA IMPT-B-BAB,5.022,9/1/2025,OH,N,,,,GOB,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,12810000,120000000,2/24/2010,1.5,2
887440BG9,11,TIMPANOGOS SPL-B-BABS,6.68,6/1/2035,UT,Y,6/1/2020,100,6/1/2020,FAC,AGM,Y,N,N,Y,N,Aa3,NR,AAA,A+,17785000,49955000,2/19/2010,1.5,4
544646ZR6,157,LOS ANGELES USD,6.758,7/1/2034,CA,N,,,,SCD,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,1250585000,1807950000,2/18/2010,3,3
928172VG7,10,VA ST BLDG,5.6,8/1/2028,VA,Y,8/1/2020,100,8/1/2020,FAC,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,20060000,317230000,2/11/2010,1,1
928172VH5,13,VA ST BLDG,5.65,8/1/2029,VA,Y,8/1/2020,100,8/1/2020,FAC,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,20845000,317230000,2/11/2010,1,1
271014TU6,73,E BAY MUD-BABS,5.874,6/1/2040,CA,N,,,,WTR,,Y,N,N,N,N,Aa2,Aa2,AAA,NR,400000000,400000000,2/11/2010,1,2
18085PMT8,66,CLARK ARPT-TXB-C-BABS,6.82,7/1/2045,NV,N,,,,APT,,Y,N,N,N,N,Aa2,Aa2,AA-,NR,454280000,454280000,2/10/2010,2.5,2
59259YBZ1,87,MET TRN AUTH,6.648,11/15/2039,NY,N,,,,TRN,,Y,N,N,N,N,A3,A3,A,NR,251040000,656975000,2/5/2010,5.5,6
59259YCA5,81,MET TRN AUTH,6.548,11/15/2031,NY,N,,,,TRN,,Y,N,N,N,N,A3,A3,A,NR,250000000,656975000,2/5/2010,5.5,6
64986AL25,14,NY ST ENVIR-REV-BABS,5.807,6/15/2039,NY,N,,,,WTR,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,92485000,329120000,2/3/2010,1,1
45528S4Z6,18,INDIANAPOLIS,6.004,1/15/2040,IN,N,,,,BBK,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,102550000,195000000,2/3/2010,1.5,2
452152BG5,10,ILLINOIS ST-BABS,5.163,2/1/2018,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,40000000,1000000000,1/28/2010,4.5,5
452152BH3,32,ILLINOIS ST-BABS,5.363,2/1/2019,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,40000000,1000000000,1/28/2010,4.5,5
452152BJ9,18,ILLINOIS ST-BABS,5.463,2/1/2020,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,40000000,1000000000,1/28/2010,4.5,5
452152BM2,137,ILLINOIS ST-BABS,6.63,2/1/2035,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,520000000,1000000000,1/28/2010,4.5,5
799017GA0,36,SAN MATEO UHSD-B-BABS,6.733,9/1/2034,CA,Y,9/1/2020,100,9/1/2020,SCD,,Y,N,N,N,N,Aa2,Aa2,AA,NR,45895000,65110000,1/28/2010,2,2
592195AW1,16,METRO NASHVL,6.793,7/1/2029,TN,Y,7/1/2020,100,7/1/2020,GEN,AGM,Y,N,N,Y,N,Aa3,Baa1,AAA,A-,31765000,66300000,1/28/2010,1.5,6.5
802385LF9,30,SANTA MONICA CLG-A1-B,6.763,8/1/2034,CA,Y,8/1/2020,100,8/1/2020,HGR,,Y,N,N,N,N,Aa2,Aa2,AA,NR,31080000,110998992.4,1/27/2010,2,2
64972FK88,90,NYC MUN WTR-BABS,5.952,6/15/2042,NY,N,,,,WTR,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,300000000,400000000,1/26/2010,2,3
64972FK96,47,NYC MUN WTR-BABS,6.452,6/15/2041,NY,Y,6/15/2020,100,6/15/2020,WTR,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,100000000,400000000,1/26/2010,2,3
358240FB0,15,FRESNO WTR-TXB-A2-BAB,6.5,6/1/2030,CA,N,,,,WTR,,Y,N,N,N,N,NR,NR,A,NR,27275000,91340000,1/22/2010,5,100
358240FC8,35,FRESNO WTR-TXB-A2-BAB,6.75,6/1/2040,CA,N,,,,WTR,,Y,N,N,N,N,NR,NR,A,NR,64065000,91340000,1/22/2010,5,100
317747DQ3,14,FINDLAY SD FACS-SER B,6.25,12/1/2037,OH,Y,12/1/2019,100,12/1/2019,SCD,,Y,N,N,N,N,Aa3,Aa3,NR,NR,22655000,53975000,1/22/2010,3,3
6303614J9,15,NAPA VY USD-TXB-B-BAB,6.507,8/1/2043,CA,N,,,,SCD,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,34000000,34000000,1/22/2010,3,3
299620EF7,12,EVANSVILLE BLDG-B-BAB,6.35,1/15/2030,IN,Y,1/15/2020,100,1/15/2020,SCD,ST AID WITHHLDG,Y,N,N,N,N,NR,NR,AA+,A+,23440000,59785000,1/21/2010,1,4
34153PRT7,11,FL BOE PECO-SER G,5.1,6/1/2024,FL,Y,6/1/2019,100,6/1/2019,GOB,,Y,N,N,N,N,Aa1,Aa1,AAA,NR,7965000,250000000,1/21/2010,0.5,1
34153PSE9,22,FL BOE PECO-SER G,5.75,6/1/2035,FL,Y,6/1/2019,100,6/1/2019,GOB,,Y,N,N,N,N,Aa1,Aa1,AAA,NR,54540000,250000000,1/21/2010,0.5,1
34153PSJ8,13,FL BOE PECO-SER G,5.9,6/1/2039,FL,Y,6/1/2019,100,6/1/2019,GOB,,Y,N,N,N,N,Aa1,Aa1,AAA,NR,51510000,250000000,1/21/2010,0.5,1
79741TAR5,113,SAN DIEGO WTR-B,6.138,5/1/2049,CA,N,,,,WTR,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,526135000,526135000,1/21/2010,2,3
436212EG5,16,HOLLYWOOD W/S-B-BABS,7.198,10/1/2039,FL,Y,10/1/2019,100,10/1/2019,UTL,,Y,N,N,N,N,A1,A1,NR,NR,25825000,48160000,1/20/2010,4,4
353174FW0,45,FRANKLIN CONVTN -BABS,6.54,12/1/2036,OH,N,,,,FAC,,Y,N,N,N,N,Aa2,Aa2,AA,NR,41060000,160000000,1/20/2010,2,2
353174FX8,28,FRANKLIN CONVTN -BABS,6.64,12/1/2042,OH,N,,,,FAC,,Y,N,N,N,N,Aa2,Aa2,AA,NR,62220000,160000000,1/20/2010,2,2
592481CA1,33,MET ST LOUIS-TXB-B-,5.856,5/1/2039,MO,N,,,,UTL,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,85000000,85000000,1/15/2010,1.5,2
655867JE0,10,NORFOLK REF-TXB-B-BAB,5.2,3/1/2024,VA,N,,,,GOB,,Y,N,N,N,N,A1,A1,AA,NR,7815000,117650000,1/14/2010,3,4
655867JM2,15,NORFOLK REF-TXB-B-BAB,5.962,3/1/2031,VA,N,,,,GOB,,Y,N,N,N,N,A1,A1,AA,NR,9915000,117650000,1/14/2010,3,4
180848FR9,18,CLARK CNTY TXB-TRN-A,6.554,7/1/2030,NV,N,,,,GOB,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,29320000,70770000,1/14/2010,1,1
180848FS7,26,CLARK CNTY TXB-TRN-A,6.754,7/1/2038,NV,N,,,,GOB,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,41450000,70770000,1/14/2010,1,1
70914PME9,35,PA TXB-B-BAB,4.65,2/15/2026,PA,N,,,,GOB,,Y,N,N,N,N,Aa2,Aa2,AA,NR,256025000,900000000,1/14/2010,2,2
70914PMJ8,25,PA TXB-B-BAB,5.45,2/15/2030,PA,N,,,,GOB,,Y,N,N,N,N,Aa2,Aa2,AA,NR,262005000,900000000,1/14/2010,2,2
167486HL6,49,CHICAGO-TXB-REF-SER B,6.207,1/1/2032,IL,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,159855000,793275000,1/14/2010,3,3
167486HM4,30,CHICAGO TXB-C-BAB,6.207,1/1/2036,IL,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,98320000,793275000,1/14/2010,3,3
167486HN2,56,CHICAGO TXB-D-RECOVER,6.257,1/1/2040,IL,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA-,NR,133180000,793275000,1/14/2010,3,3
914455JZ4,10,UNIV MI UNIV-TXB-A,5.513,4/1/2030,MI,N,,,,HGR,,Y,N,N,N,N,Aaa,Aaa,AAA,NR,78270000,163110000,1/13/2010,0,0
914455KA7,23,UNIV MI UNIV-TXB-A,5.593,4/1/2040,MI,N,,,,HGR,,Y,N,N,N,N,Aaa,Aaa,AAA,NR,77590000,163110000,1/13/2010,0,0
917343BF1,17,UT CNTY EXCISE TAX-C,7.13,12/1/2039,UT,Y,12/1/2019,100,12/1/2019,GEN,,Y,N,N,N,N,NR,NR,AA-,NR,20290000,28200000,1/12/2010,3,100
34160WTW4,12,FL DEPT ENVIR-B-BABS,5.306,7/1/2018,FL,N,,,,GEN,,Y,N,N,N,N,A1,A1,AA-,NR,12340000,349865000,1/8/2010,3.5,4
34160WUC6,15,FL DEPT ENVIR-B-BABS,6.406,7/1/2024,FL,Y,7/1/2019,100,7/1/2019,GEN,,Y,N,N,N,N,A1,A1,AA-,NR,15440000,349865000,1/8/2010,3.5,4
34160WUD4,52,FL DEPT ENVIR-B-BABS,7.045,7/1/2029,FL,Y,7/1/2019,100,7/1/2019,GEN,,Y,N,N,N,N,A1,A1,AA-,NR,78015000,349865000,1/8/2010,3.5,4
4521518R7,71,ILLINOIS-TXBL,1.823,1/1/2011,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,693200000,3466000000,1/8/2010,4.5,5
4521518S5,105,ILLINOIS-TXBL,2.766,1/1/2012,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,693200000,3466000000,1/8/2010,4.5,5
4521518T3,76,ILLINOIS-TXBL,3.321,1/1/2013,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,693200000,3466000000,1/8/2010,4.5,5
4521518U0,123,ILLINOIS-TXBL,4.071,1/1/2014,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,693200000,3466000000,1/8/2010,4.5,5
4521518V8,193,ILLINOIS-TXBL,4.421,1/1/2015,IL,N,,,,GOB,,Y,N,N,N,N,A2,A2,A+,NR,693200000,3466000000,1/8/2010,4.5,5
735351CH9,14,PORT ST LUCIE-BABS-A,7.376,5/1/2039,FL,Y,5/1/2020,100,5/1/2020,FAC,ASSURED GTY,Y,N,N,Y,N,Aa3,A2,AAA,A,26895000,26895000,1/8/2010,1.5,5
646136XR7,154,NJ TRN TR FD BABS,6.561,12/15/2040,NJ,N,,,,TRN,,Y,N,N,N,N,A1,A1,AA-,NR,500000000,859253361,1/7/2010,3.5,4
646065A44,19,NJ EDU FAC AUTH-BABS,7.395,7/1/2040,NJ,Y,7/1/2019,100,7/1/2019,HGR,,Y,N,N,N,N,A3,A3,A,NR,22115000,44500000,1/7/2010,5.5,6
45129WKB5,23,ID HSG-FED HWY-BABS,6.348,7/15/2028,ID,Y,,,,TRN,,Y,N,N,N,N,Aa3,Aa3,NR,NR,60380000,84290000,1/7/2010,3,3
759911S68,22,REGL TRANSN AUTH-B,6,7/1/2035,IL,N,,,,TRN,,Y,N,N,N,N,Aa3,Aa3,AA+,NR,67575000,175100000,1/7/2010,2,3
59259YBY4,153,MET TRANS AUTH,6.668,11/15/2039,NY,N,,,,TRN,,Y,N,N,N,N,A3,A3,A,NR,363945000,363945000,1/6/2010,5.5,6
838530MZ3,16,S JERSEY PORT CORP-P3,7.065,1/1/2029,NJ,N,,,,TRN,,Y,N,N,N,N,A1,A1,A,NR,29985000,129740000,12/23/2009,4.5,4
838530NL3,74,S JERSEY PORT CORP-P3,7.365,1/1/2040,NJ,N,,,,TRN,,Y,N,N,N,N,A1,A1,A,NR,84825000,129740000,12/23/2009,4.5,4
744829BV3,15,PUEBLO COPS-CNTY HLTH,6.85,9/15/2039,CO,N,,,,GEN,ASSURED GTY,Y,N,N,Y,N,Aa3,A1,AAA,A,15690000,23600000,12/18/2009,1.5,4.5
2511295D0,91,DETROIT CITY SD-BABS,7.747,5/1/2039,MI,N,,,,SCD,Q-SBLF,Y,N,N,N,N,Aa3,NR,AA-,NR,181050000,200000000,12/17/2009,3,100
23223PCX3,38,CUYAHOGA-TXB-B,6.034,12/1/2034,OH,N,,,,GOB,,Y,N,N,N,N,Aa1,Aa1,AA+,NR,70480000,86695000,12/16/2009,1,1
07133AGA4,45,BATTERY PK REV-A-BABS,6.375,11/1/2039,NY,Y,11/1/2019,100,11/1/2019,FAC,,Y,N,N,N,N,Aaa,Aaa,NR,NR,56600000,87235000,12/16/2009,0,0
20772G4V7,17,CT ST,4.95,12/1/2020,CT,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,50000000,450000000,12/15/2009,2.5,3
20772G4Z8,72,CT ST,5.632,12/1/2029,CT,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,250000000,450000000,12/15/2009,2.5,3
606092ES9,19,MO JT MUN ELEC-BABS,6.79,1/1/2029,MO,Y,1/1/2019,100,1/1/2019,PWR,,Y,N,N,N,N,A3,A3,NR,NR,30845000,207920000,12/11/2009,6,6
606092ET7,22,MO JT MUN ELEC-BABS,6.89,1/1/2042,MO,N,,,,PWR,,Y,N,N,N,N,A3,A3,NR,NR,119905000,207920000,12/11/2009,6,6
517840S54,49,LAS VEGAS VLY -BABS,7.013,6/1/2039,NV,N,,,,GOB,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,250000000,348115000,12/11/2009,1.5,2
006370BV1,11,ADAMS CLG TXB-C-BAB,6.47,5/15/2038,CO,Y,5/15/2019,100,5/15/2019,HGR,ST HGR ED INTERCEPT PROG,Y,N,N,N,N,Aa3,A3,AA-,NR,16360000,27615000,12/11/2009,3,6
074437CF9,13,BEAUMONT USD-BABS,7.471,8/1/2034,CA,Y,8/1/2019,100,8/1/2019,SCD,AGM,Y,N,N,Y,N,Aa3,A3,AAA,A,15500000,15500000,12/11/2009,1.5,5.5
709515CJ7,11,PENSACOLA REDEV-BABS,7.21,4/1/2040,FL,Y,4/1/2020,100,4/1/2020,GEN,,Y,N,N,N,N,NR,NR,AA-,NR,17800000,45640000,12/10/2009,3,100
576000KV4,110,MA ST,5.715,8/15/2039,MA,N,,,,EDU,,Y,N,N,N,N,Aa2,Aa2,AA+,NR,450000000,450000000,12/10/2009,1.5,2
64966HTN0,11,NEW YORK CITY-D-BABS,4.549,12/1/2017,NY,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,16905000,647820000,12/10/2009,2.5,3
64966HTQ3,11,NEW YORK CITY-D-BABS,4.749,12/1/2019,NY,N,,,,GOB,,Y,N,N,N,N,Aa3,Aa3,AA,NR,18470000,647820000,12/10/2009,2.5,3
